"Pais","Año","Sexo","Prev.cardiac","Prev.diab","Prev.hiper","Region","Media.obes","Porcentaje.gastos","Gasto.total","Porcentaje.gastos_log"
"Colombia",2014,"Women",-0.480861029866596,0.369544476351447,-1.29070487844435,"Americas",0.392708662750404,1435.487755,7.2,1.01549436138819
"Costa Rica",2000,"Men",-0.510630113097547,-0.944664885371182,0.449078552194249,"Americas",-0.824278025524632,94.17819458,7.12,-0.304168675293303
"Costa Rica",2000,"Women",-0.826457571745238,-0.821155347385443,-0.42081316312505,"Americas",-0.0600356078099459,94.17819458,7.12,-0.304168675293303
"Costa Rica",2001,"Men",-0.568417157016451,-0.860566870337582,0.423493501743681,"Americas",-0.757438342127143,868.3713593,7.25,0.771328517098355
"Costa Rica",2001,"Women",-0.735023958964461,-0.740473288114608,-0.471983264026186,"Americas",0.0320265976243315,868.3713593,7.25,0.771328517098355
"Costa Rica",2002,"Women",-0.889623063474776,-0.660606909067287,-0.548738415377888,"Americas",0.124088803058609,112.9493745,8.23,-0.216649939596282
"Costa Rica",2002,"Men",-0.632708370380773,-0.778392961561364,0.372323400842546,"Americas",-0.690598658729654,112.9493745,8.23,-0.216649939596282
"Costa Rica",2003,"Women",-0.919642307069012,-0.578987290338263,-0.599908516279024,"Americas",0.216151008492886,1070.268999,8.45,0.872862350650346
"Costa Rica",2003,"Men",-0.716512092081349,-0.694652573893444,0.321153299941411,"Americas",-0.625020101434004,1070.268999,8.45,0.872862350650346
"Costa Rica",2004,"Women",-0.830460137557803,-0.494782688959855,-0.676663667630727,"Americas",0.308213213927164,1043.10795,7.8,0.860376073710977
"Costa Rica",2004,"Men",-0.666354939242646,-0.608731016942231,0.269983199040276,"Americas",-0.560702670240194,1043.10795,7.8,0.860376073710977
"Costa Rica",2005,"Men",-0.718638455169274,-0.524867353313903,0.218813098139141,"Americas",-0.497646365148223,1002.833273,7.74,0.841250216942587
