Zona,Indicador,Edad,Sexo,Año,Valor,Minimo valor,Maximo valor
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2014,"71,40","51,00","87,80"
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2015,"71,60","51,00","88,00"
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2016,"71,70","50,60","88,30"
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2017,"71,80","50,10","88,60"
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2018,"71,70","49,10","89,10"
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2019,"71,70","47,80","89,60"
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2000,"41,10","20,30","63,40"
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2001,"41,80","20,80","64,30"
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2002,"42,50","21,30","64,80"
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2003,"43,20","21,90","65,40"
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2004,"43,80","22,60","66,00"
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2005,"44,50","23,00","66,50"
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2006,"45,20","23,60","67,20"
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2007,"45,90","24,40","67,80"
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2008,"46,60","25,10","68,50"
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2009,"47,30","25,80","69,10"
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2010,"48,00","26,50","69,70"
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2011,"48,70","27,20","70,10"
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2012,"49,30","27,80","70,80"
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2013,"50,00","28,40","71,50"
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2014,"50,60","29,10","72,30"
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2015,"51,20","29,60","73,00"
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2016,"51,80","29,70","73,70"
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2017,"52,30","29,90","74,50"
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2018,"52,80","30,00","75,50"
Puerto Rico,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2019,"53,40","29,90","76,60"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2000,"47,90","37,70","58,20"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2001,"48,40","38,40","58,30"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2002,"48,90","39,30","58,70"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2003,"49,40","40,00","59,10"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2004,"49,90","40,80","59,40"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2005,"50,30","41,50","59,60"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2006,"50,70","42,20","59,70"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2007,"51,10","42,80","59,80"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2008,"51,50","43,30","59,70"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2009,"51,70","43,80","59,80"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2010,"51,90","44,00","60,00"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2011,"52,00","44,00","60,10"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2012,"52,00","43,90","60,20"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2013,"51,90","43,50","60,40"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2014,"51,80","42,90","60,70"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2015,"51,60","42,20","61,10"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2016,"51,40","41,40","61,70"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2017,"51,30","40,30","62,20"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2018,"51,10","39,30","63,10"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2019,"50,90","38,00","64,20"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2000,"56,50","45,20","67,60"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2001,"57,00","46,00","68,00"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2002,"57,60","46,80","68,30"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2003,"58,10","47,50","68,60"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2004,"58,60","48,10","68,70"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2005,"59,00","48,80","68,80"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2006,"59,50","49,50","69,00"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2007,"59,90","50,20","69,10"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2008,"60,20","50,60","69,30"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2009,"60,50","51,00","69,50"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2010,"60,80","51,50","69,60"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2011,"61,00","51,60","69,80"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2012,"61,10","51,60","70,10"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2013,"61,20","51,40","70,30"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2014,"61,20","51,20","70,60"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2015,"61,30","50,90","71,10"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2016,"61,30","50,20","71,80"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2017,"61,40","49,60","72,50"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2018,"61,50","48,80","73,40"
Paraguay,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2019,"61,60","47,80","74,40"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2000,"57,40","41,70","71,70"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2001,"58,20","42,60","72,40"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2002,"59,10","43,60","73,40"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2003,"60,00","44,70","73,90"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2004,"60,90","45,90","74,60"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2005,"61,80","47,10","75,30"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2006,"62,70","48,30","76,00"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2007,"63,50","49,50","76,50"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2008,"64,30","50,50","76,90"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2009,"65,00","51,70","77,30"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2010,"65,60","52,60","77,60"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2011,"66,10","53,20","78,00"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2012,"66,60","53,70","78,30"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2013,"66,90","53,90","78,70"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2014,"67,30","54,00","79,10"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2015,"67,50","53,70","79,90"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2016,"67,70","53,20","80,70"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2017,"67,80","52,20","81,40"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2018,"67,80","51,00","82,30"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2019,"67,90","49,50","83,30"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2000,"31,80","19,20","45,80"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2001,"32,40","19,90","46,10"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2002,"33,00","20,50","46,50"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2003,"33,50","21,20","47,00"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2004,"34,10","21,80","47,20"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2005,"34,70","22,60","47,70"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2006,"35,40","23,30","48,10"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2007,"36,00","24,00","48,50"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2008,"36,60","24,80","49,10"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2009,"37,30","25,50","49,70"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2010,"37,90","26,40","50,40"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2011,"38,60","27,10","51,10"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2012,"39,30","27,80","51,90"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2013,"40,00","28,20","53,00"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2014,"40,70","28,50","54,20"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2015,"41,30","28,60","55,10"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2016,"42,00","28,70","56,50"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2017,"42,70","28,60","57,90"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2018,"43,30","28,50","59,40"
Paraguay,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2019,"44,00","28,20","61,10"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2000,"24,90","18,10","32,40"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2001,"24,70","18,00","32,10"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2002,"24,50","17,90","31,80"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2003,"24,30","17,70","31,50"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2004,"24,00","17,40","31,10"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2005,"23,70","17,10","30,80"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2006,"23,50","16,90","30,60"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2007,"23,20","16,70","30,30"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2008,"22,90","16,40","30,10"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2009,"22,70","16,10","30,00"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2010,"22,40","15,70","29,90"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2011,"22,20","15,40","30,00"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2012,"22,00","15,00","30,20"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2013,"21,70","14,40","30,40"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2014,"21,50","13,80","30,70"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Female,2015,"21,30","13,30","31,00"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2000,"31,10","22,80","39,80"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2001,"31,10","22,80","39,60"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2002,"30,90","22,80","39,40"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2003,"30,80","22,80","39,10"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2004,"30,60","22,70","38,80"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2005,"30,40","22,50","38,50"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2006,"30,10","22,30","38,30"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2007,"29,90","22,00","38,10"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2008,"29,60","21,80","38,00"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2009,"29,30","21,40","37,80"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2010,"29,10","21,00","37,80"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2011,"28,80","20,60","38,00"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2012,"28,60","20,10","38,10"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2013,"28,30","19,40","38,50"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2014,"28,10","18,60","38,80"
Paraguay,Prevalence of raised blood pressure (SBP≥140 or DBP≥90) (age-standardized estimate),18+ years,Male,2015,"27,80","17,90","39,10"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2000,"29,60","21,80","37,80"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2001,"29,70","22,00","38,20"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2002,"29,90","22,30","38,20"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2003,"30,10","22,60","38,30"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2004,"30,30","22,90","38,40"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2005,"30,50","23,20","38,50"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2006,"30,80","23,70","38,50"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2007,"31,10","24,10","38,60"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2008,"31,50","24,60","38,70"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2009,"31,80","25,10","39,00"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2010,"32,00","25,50","39,10"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2011,"32,30","25,90","39,20"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2012,"32,50","26,30","39,40"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2013,"32,70","26,30","39,50"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2014,"32,80","26,40","39,80"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2015,"33,00","26,20","40,20"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2016,"33,10","26,00","40,80"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2017,"33,30","25,50","41,60"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2018,"33,50","24,90","42,60"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Female,2019,"33,60","24,20","43,80"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2000,"29,80","21,40","39,20"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2001,"30,00","21,70","39,30"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2002,"30,20","22,10","39,20"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2003,"30,40","22,40","39,20"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2004,"30,60","22,70","39,30"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2005,"30,70","23,00","39,50"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2006,"30,90","23,30","39,50"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2007,"31,10","23,70","39,40"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2008,"31,30","24,00","39,40"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2009,"31,40","24,20","39,40"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2010,"31,40","24,40","39,40"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2011,"31,50","24,50","39,30"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2012,"31,50","24,50","39,30"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2013,"31,50","24,60","39,20"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2014,"31,40","24,60","39,20"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2015,"31,40","24,30","39,40"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2016,"31,40","24,10","39,70"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2017,"31,40","23,70","40,20"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2018,"31,40","23,00","41,00"
El Salvador,Prevalence of hypertension among adults aged 30-79 years (age-standardized estimate),30-79 years,Male,2019,"31,40","22,20","41,80"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2000,"68,70","55,20","80,50"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2001,"69,10","55,70","80,80"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2002,"69,70","56,30","81,20"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2003,"70,30","57,30","81,70"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2004,"71,10","58,20","82,30"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2005,"71,80","59,20","82,90"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2006,"72,70","60,20","83,50"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2007,"73,50","61,50","84,00"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2008,"74,40","62,90","84,50"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2009,"75,30","64,20","84,90"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2010,"76,20","65,50","85,40"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2011,"77,00","66,60","85,90"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2012,"77,80","67,80","86,30"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2013,"78,60","69,10","86,70"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2014,"79,30","69,80","87,10"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2015,"79,90","70,50","87,70"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2016,"80,40","70,80","88,40"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2017,"80,80","70,70","89,00"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2018,"81,20","70,40","89,80"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Female,2019,"81,60","69,80","90,80"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2000,"45,60","31,20","60,40"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2001,"46,20","32,10","60,90"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2002,"46,90","32,60","61,30"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2003,"47,60","33,50","61,90"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2004,"48,40","34,40","62,50"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2005,"49,20","35,50","63,00"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2006,"50,10","36,50","63,50"
El Salvador,Prevalence of hypertension awareness among adults aged 30-79 with hypertension (age-standardized estimate),30-79 years,Male,2007,"51,00","37,70","64,00"
